transaction_id,business_id,date,description,amount,category,type,z_score,is_anomaly
TXN04287,BIZ_005,2026-03-15,Monthly payroll,34700,salary,income,0.097,0
TXN02485,BIZ_003,2026-03-15,Laptop stand,2830,shopping,expense,0.526,0
TXN08947,BIZ_010,2026-03-15,paid for digital marketing,3040,marketing,expense,0.239,0
TXN06489,BIZ_007,2026-03-15,Travel insurance,8640,travel,expense,0.805,0
TXN06080,BIZ_007,2026-03-15,maal kharida,43100,raw_material,expense,1.214,0
TXN02156,BIZ_003,2026-03-15,Influencer collaboration,1520,marketing,expense,0.436,0
TXN01366,BIZ_002,2026-03-15,filled up the tank before the highway trip,165,transport,expense,0.563,0
TXN06079,BIZ_007,2026-03-15,bank fees for the month,1140,misc,expense,1.198,0
TXN06056,BIZ_007,2026-03-15,Keyboard mouse set,8410,shopping,expense,3.084,1
TXN09458,BIZ_010,2026-03-15,Canva Pro,2450,subscriptions,expense,0.67,0
TXN02390,BIZ_003,2026-03-15,cloud storage renewal,485,subscriptions,expense,1.04,0
TXN04384,BIZ_005,2026-03-15,birthday cake from bakery,1030,food,expense,0.935,0
TXN04385,BIZ_005,2026-03-15,petrol refill at petorl pump,240,transport,expense,0.262,0
TXN05344,BIZ_006,2026-03-15,Co-working space fee,11200,rent,expense,0.893,0
TXN10198,BIZ_011,2026-03-15,Printing cost,970,misc,expense,0.883,0
TXN02388,BIZ_003,2026-03-15,Flipkart laptop bag,2350,shopping,expense,0.306,0
TXN01433,BIZ_002,2026-03-15,Warehouse rent,8600,rent,expense,1.229,0
TXN06496,BIZ_007,2026-03-15,cab kiya office ke liye,220,transport,expense,0.342,0
TXN04391,BIZ_005,2026-03-15,doctor ke paas gaya,170,healthcare,expense,0.816,0
TXN04392,BIZ_005,2026-03-15,promotion,4030,marketing,expense,0.679,0
TXN04393,BIZ_005,2026-03-15,Doctor visit fee,280,healthcare,expense,0.691,0
TXN10085,BIZ_011,2026-03-15,Medicine purchase,820,healthcare,expense,0.073,0
TXN10084,BIZ_011,2026-03-15,wifi router plan renewed,2330,utilities,expense,0.563,0
TXN10082,BIZ_011,2026-03-15,Supplier payment,50600,raw_material,expense,1.744,0
TXN06669,BIZ_007,2026-03-15,courier for sending documents,295,misc,expense,0.37,0
TXN06668,BIZ_007,2026-03-15,vendor,31700,raw_material,expense,0.407,0
TXN04399,BIZ_005,2026-03-15,vendor,36000,raw_material,expense,0.712,0
TXN02152,BIZ_003,2026-03-15,trip ke liye booking,34400,travel,expense,6.117,1
TXN04403,BIZ_005,2026-03-15,other,1380,misc,expense,1.644,0
TXN10081,BIZ_011,2026-03-15,Packaging material,28100,raw_material,expense,0.153,0
TXN10080,BIZ_011,2026-03-15,BEST bus pass,57,transport,expense,0.997,0
TXN02148,BIZ_003,2026-03-15,payment aayi client se,35900,salary,income,0.034,0
TXN06497,BIZ_007,2026-03-15,stock,23000,raw_material,expense,0.208,0
TXN04408,BIZ_005,2026-03-15,ads,1140,marketing,expense,0.605,0
TXN04409,BIZ_005,2026-03-15,internet ka bill,1970,utilities,expense,0.157,0
TXN04410,BIZ_005,2026-03-15,material,47100,raw_material,expense,1.497,0
TXN03584,BIZ_004,2026-03-15,Facebook Ads payment,1310,marketing,expense,0.53,0
TXN10083,BIZ_011,2026-03-15,bus,130,transport,expense,0.704,0
TXN03593,BIZ_004,2026-03-15,stock,19500,raw_material,expense,0.456,0
TXN09238,BIZ_010,2026-03-15,Consulting fee received,8790,salary,income,1.465,0
TXN03893,BIZ_005,2026-03-15,paid the team for this month,13800,salary,income,1.201,0
TXN03894,BIZ_005,2026-03-15,inventory,36900,raw_material,expense,0.775,0
TXN07419,BIZ_008,2026-03-15,Wholesale goods bought,37700,raw_material,expense,0.832,0
TXN06071,BIZ_007,2026-03-15,Uber cab to airport,99,transport,expense,0.828,0
TXN03895,BIZ_005,2026-03-15,Monthly payroll,18600,salary,income,0.947,0
TXN05345,BIZ_006,2026-03-15,Library subscription,705,education,expense,0.721,0
TXN05348,BIZ_006,2026-03-15,paid for skill upgrade training,1190,education,expense,0.193,0
TXN01398,BIZ_002,2026-03-15,bought milk and bread from nearby store,1190,food,expense,1.279,0
TXN03057,BIZ_004,2026-03-15,monthly internet at office,1190,utilities,expense,0.724,0
TXN00634,BIZ_001,2026-03-15,misc,1460,misc,expense,1.792,0
TXN06063,BIZ_007,2026-03-15,misc,435,misc,expense,0.11,0
TXN00293,BIZ_001,2026-03-15,Slack paid plan,1990,subscriptions,expense,0.27,0
TXN06062,BIZ_007,2026-03-15,Vi mobile bill,500,utilities,expense,1.502,0
TXN03896,BIZ_005,2026-03-15,gym fees for the month,810,healthcare,expense,0.085,0
TXN06061,BIZ_007,2026-03-15,bought raw materials from vendor,7980,raw_material,expense,1.271,0
TXN06060,BIZ_007,2026-03-15,miscelanious,1280,misc,expense,1.458,0
TXN11020,BIZ_012,2026-03-15,Airtel postpaid,1390,utilities,expense,0.498,0
TXN00672,BIZ_001,2026-03-15,recharge metro for the week,160,transport,expense,0.583,0
TXN01416,BIZ_002,2026-03-15,metro card bharwaya,110,transport,expense,0.784,0
TXN00148,BIZ_001,2026-03-15,auto,340,transport,expense,0.14,0
TXN10421,BIZ_011,2026-03-15,makaan malik ko diya,12800,rent,expense,0.686,0
TXN06078,BIZ_007,2026-03-15,Monthly office space,4000,rent,expense,1.823,0
TXN03061,BIZ_004,2026-03-15,boosted posts on social media,5450,marketing,expense,1.31,0
TXN10422,BIZ_011,2026-03-15,bought raw materials from vendor,19800,raw_material,expense,0.434,0
TXN00351,BIZ_001,2026-03-16,Big Basket groceries,1530,food,expense,2.009,0
TXN09898,BIZ_011,2026-03-16,Stock purchase,33400,raw_material,expense,0.528,0
TXN09855,BIZ_011,2026-03-16,Advance tax,900,misc,expense,0.753,0
TXN05489,BIZ_006,2026-03-16,course,6410,education,expense,5.491,1
TXN02606,BIZ_003,2026-03-16,hotel,2740,travel,expense,0.412,0
TXN00349,BIZ_001,2026-03-16,internet,875,utilities,expense,1.079,0
TXN00766,BIZ_001,2026-03-16,Stock purchase,8150,raw_material,expense,1.259,0
TXN07029,BIZ_008,2026-03-16,monthly pantry restock,1140,food,expense,1.171,0
TXN09899,BIZ_011,2026-03-16,Fiverr earnings,47100,salary,income,0.557,0
TXN05492,BIZ_006,2026-03-16,course,1040,education,expense,0.357,0
TXN00765,BIZ_001,2026-03-16,paid the team for this month,9450,salary,income,1.431,0
TXN05493,BIZ_006,2026-03-16,training,1240,education,expense,0.139,0
TXN10521,BIZ_011,2026-03-16,Printing cost,105,misc,expense,0.723,0
TXN07843,BIZ_009,2026-03-16,paid supplier for bulk order,9860,raw_material,expense,1.138,0
TXN10888,BIZ_012,2026-03-16,maintanence charge,2430,utilities,expense,0.676,0
TXN03001,BIZ_004,2026-03-16,saman kharida,2140,shopping,expense,0.21,0
TXN03002,BIZ_004,2026-03-16,promotion,4710,marketing,expense,0.981,0
TXN07859,BIZ_009,2026-03-16,Zomato lunch delivery,235,food,expense,0.772,0
TXN10256,BIZ_011,2026-03-16,chai,365,food,expense,0.493,0
TXN06461,BIZ_007,2026-03-16,Client project payment received,12300,salary,income,1.28,0
TXN03065,BIZ_004,2026-03-16,Starbucks coffee,240,food,expense,0.761,0
TXN00779,BIZ_001,2026-03-16,ubar cab,355,transport,expense,0.2,0
TXN10922,BIZ_012,2026-03-16,Dropbox business,570,subscriptions,expense,0.966,0
TXN02609,BIZ_003,2026-03-16,monthly rent for the shop,29800,rent,expense,1.512,0
TXN07853,BIZ_009,2026-03-16,gas bill,1730,utilities,expense,0.114,0
TXN03010,BIZ_004,2026-03-16,marketing,1960,marketing,expense,0.241,0
TXN02607,BIZ_003,2026-03-16,annual renewal,1670,subscriptions,expense,0.009,0
TXN01922,BIZ_003,2026-03-16,Training workshop fee,695,education,expense,0.732,0
TXN10925,BIZ_012,2026-03-16,Conference travel Delhi,2560,travel,expense,0.449,0
TXN01921,BIZ_003,2026-03-16,payroll,22100,salary,income,0.763,0
TXN09884,BIZ_011,2026-03-16,stock bharwaya,20500,raw_material,expense,0.385,0
TXN07827,BIZ_009,2026-03-16,salary diya staff ko,46300,salary,income,0.515,0
TXN03052,BIZ_004,2026-03-16,Stock purchase,40800,raw_material,expense,1.051,0
TXN10913,BIZ_012,2026-03-16,Rapido bike ride,590,transport,expense,1.144,0
TXN00645,BIZ_001,2026-03-16,salary diya staff ko,8000,salary,income,1.507,0
TXN03030,BIZ_004,2026-03-16,Facebook Ads payment,915,marketing,expense,0.705,0
TXN09883,BIZ_011,2026-03-16,Printing cost,290,misc,expense,0.38,0
TXN07844,BIZ_009,2026-03-16,stock bharwaya,15700,raw_material,expense,0.725,0
TXN03044,BIZ_004,2026-03-16,Flipkart laptop bag,235,shopping,expense,0.664,0
TXN10914,BIZ_012,2026-03-16,Client project payment received,37400,salary,income,0.045,0
TXN01918,BIZ_003,2026-03-16,tax,885,misc,expense,0.725,0
TXN03043,BIZ_004,2026-03-16,Email marketing tool,2160,marketing,expense,0.152,0
TXN03037,BIZ_004,2026-03-16,settled freelancer dues,9510,salary,income,1.427,0
TXN07851,BIZ_009,2026-03-16,Ola ride to client,155,transport,expense,0.603,0
TXN05642,BIZ_007,2026-03-16,Bulk order material,23900,raw_material,expense,0.144,0
TXN10926,BIZ_012,2026-03-16,outing,875,entertainment,expense,0.31,0
TXN07860,BIZ_009,2026-03-16,team lunch after meeting,295,food,expense,0.643,0
TXN10520,BIZ_011,2026-03-16,Courier charges,460,misc,expense,0.064,0
TXN05500,BIZ_006,2026-03-16,online course for new tool,945,education,expense,0.46,0
TXN09897,BIZ_011,2026-03-16,App project payment,51800,salary,income,0.805,0
TXN10951,BIZ_012,2026-03-16,Banner printing,755,marketing,expense,0.776,0
TXN00780,BIZ_001,2026-03-16,bhojan ke liye paisa,370,food,expense,0.482,0
TXN05510,BIZ_006,2026-03-16,Training workshop fee,1020,education,expense,0.378,0
TXN01780,BIZ_002,2026-03-16,Jio prepaid 299,1280,utilities,expense,0.622,0
TXN00767,BIZ_001,2026-03-16,restocked inventory for next month,16400,raw_material,expense,0.675,0
TXN05637,BIZ_007,2026-03-16,paani ka bill,2690,utilities,expense,0.969,0
TXN10893,BIZ_012,2026-03-16,Google Workspace,2540,subscriptions,expense,0.748,0
TXN07889,BIZ_009,2026-03-16,Consultant fee paid,19300,salary,income,0.91,0
TXN07888,BIZ_009,2026-03-16,received payment for last project,25700,salary,income,0.573,0
TXN05633,BIZ_007,2026-03-16,Project milestone payment,9730,salary,income,1.416,0
TXN10928,BIZ_012,2026-03-16,MakeMyTrip package,4000,travel,expense,0.152,0
TXN05632,BIZ_007,2026-03-16,restocked inventory for next month,9650,raw_material,expense,1.153,0
TXN10943,BIZ_012,2026-03-16,travel,3210,travel,expense,0.315,0
TXN05521,BIZ_006,2026-03-16,kiraya diya,6160,rent,expense,1.544,0
TXN10519,BIZ_011,2026-03-16,Design project paid,8000,salary,income,1.507,0
TXN01790,BIZ_002,2026-03-16,other,1530,misc,expense,1.922,0
TXN07878,BIZ_009,2026-03-16,stock bharwaya,34700,raw_material,expense,0.62,0
TXN01927,BIZ_003,2026-03-16,Canva Pro,720,subscriptions,expense,0.836,0
TXN07808,BIZ_009,2026-03-16,Design project paid,50900,salary,income,0.758,0
TXN00324,BIZ_001,2026-03-16,Bulk order material,42500,raw_material,expense,1.171,0
TXN07876,BIZ_009,2026-03-16,rent,9890,rent,expense,1.062,0
TXN09867,BIZ_011,2026-03-16,bought raw materials from vendor,24300,raw_material,expense,0.116,0
TXN07866,BIZ_009,2026-03-16,salary,38800,salary,income,0.119,0
TXN03075,BIZ_004,2026-03-16,payment received,52800,salary,income,0.858,0
TXN07861,BIZ_009,2026-03-16,new equipment from online store,395,shopping,expense,0.59,0
TXN07887,BIZ_009,2026-03-16,courier for sending documents,220,misc,expense,0.509,0
TXN09283,BIZ_010,2026-03-16,Zoho CRM subscription,3470,subscriptions,expense,1.558,0
TXN07559,BIZ_008,2026-03-16,Zepto veggies,375,food,expense,0.471,0
TXN02964,BIZ_004,2026-03-16,Mobile accessories,2110,shopping,expense,0.196,0
TXN07365,BIZ_008,2026-03-16,Train ticket Mumbai,190,transport,expense,0.463,0
TXN07366,BIZ_008,2026-03-16,promotion,1870,marketing,expense,0.281,0
TXN02736,BIZ_003,2026-03-16,Canva Pro,1760,subscriptions,expense,0.069,0
TXN07367,BIZ_008,2026-03-16,inventory,34300,raw_material,expense,0.591,0
TXN10672,BIZ_011,2026-03-16,Toll plaza charge,225,transport,expense,0.322,0
TXN07368,BIZ_008,2026-03-16,Design project paid,35600,salary,income,0.05,0
TXN02239,BIZ_003,2026-03-16,Monthly retainer received,26300,salary,income,0.541,0
TXN10669,BIZ_011,2026-03-16,internet,385,utilities,expense,1.632,0
TXN10675,BIZ_011,2026-03-16,petrol bharwaya,240,transport,expense,0.262,0
TXN10213,BIZ_011,2026-03-16,advance rent to landlord,7540,rent,expense,1.366,0
TXN07380,BIZ_008,2026-03-16,khana,245,food,expense,0.751,0
TXN00511,BIZ_001,2026-03-16,paid the team for this month,12100,salary,income,1.291,0
TXN07381,BIZ_008,2026-03-16,BEST bus pass,555,transport,expense,1.004,0
TXN07128,BIZ_008,2026-03-16,office rent,22100,rent,expense,0.517,0
TXN02166,BIZ_003,2026-03-16,fruits and vegetables from local vendor,250,food,expense,0.74,0
TXN10214,BIZ_011,2026-03-16,Packaging material,31100,raw_material,expense,0.365,0
TXN10103,BIZ_011,2026-03-16,breakfast,400,food,expense,0.418,0
TXN07386,BIZ_008,2026-03-16,Content creation fee,720,marketing,expense,0.792,0
TXN10104,BIZ_011,2026-03-16,hosptial bill,1520,healthcare,expense,0.727,0
TXN00701,BIZ_001,2026-03-16,makaan malik ko diya,4430,rent,expense,1.768,0
TXN07326,BIZ_008,2026-03-16,marketing,1170,marketing,expense,0.592,0
TXN06160,BIZ_007,2026-03-16,paid for the warehouse space this month,4800,rent,expense,1.72,0
TXN07334,BIZ_008,2026-03-16,ads,915,marketing,expense,0.705,0
TXN06154,BIZ_007,2026-03-16,Consulting fee received,54300,salary,income,0.937,0
TXN02727,BIZ_003,2026-03-16,GitHub Pro,2680,subscriptions,expense,0.87,0
TXN02729,BIZ_003,2026-03-16,Notion team,99,subscriptions,expense,1.376,0
TXN00696,BIZ_001,2026-03-16,BEST bus pass,150,transport,expense,0.623,0
TXN00702,BIZ_001,2026-03-16,swiggy ordr,370,food,expense,0.482,0
TXN06148,BIZ_007,2026-03-16,stationary purchase,1700,shopping,expense,0.008,0
TXN07346,BIZ_008,2026-03-16,Vendor payment,36600,raw_material,expense,0.754,0
TXN10573,BIZ_011,2026-03-16,Bulk order material,33100,raw_material,expense,0.506,0
TXN02645,BIZ_003,2026-03-16,Business trip Chennai,2220,travel,expense,0.519,0
TXN02644,BIZ_003,2026-03-16,payroll,8000,salary,income,1.507,0
TXN10661,BIZ_011,2026-03-16,electricty bill,760,utilities,expense,1.209,0
TXN02238,BIZ_003,2026-03-16,groceries,945,food,expense,0.753,0
TXN00700,BIZ_001,2026-03-16,office ka khana,450,food,expense,0.31,0
TXN07345,BIZ_008,2026-03-16,McDonalds breakfast,385,food,expense,0.45,0
TXN10099,BIZ_011,2026-03-16,vendor,38500,raw_material,expense,0.888,0
TXN02165,BIZ_003,2026-03-16,Freelancer payment,23300,salary,income,0.699,0
TXN07394,BIZ_008,2026-03-16,supplier ko diya,22600,raw_material,expense,0.236,0
TXN02146,BIZ_003,2026-03-16,monthly SaaS charges,3310,subscriptions,expense,1.418,0
TXN02145,BIZ_003,2026-03-16,snacks liye,385,food,expense,0.45,0
TXN02143,BIZ_003,2026-03-16,cloud storage renewal,2010,subscriptions,expense,0.287,0
TXN10220,BIZ_011,2026-03-16,bijli ka bill,2050,utilities,expense,0.247,0
TXN06038,BIZ_007,2026-03-16,restocked inventory for next month,4630,raw_material,expense,1.508,0
TXN10222,BIZ_011,2026-03-16,supplier ko diya,19400,raw_material,expense,0.463,0
TXN06388,BIZ_007,2026-03-16,Business trip Chennai,1500,travel,expense,0.667,0
TXN02147,BIZ_003,2026-03-16,payment received,38800,salary,income,0.119,0
TXN10717,BIZ_011,2026-03-16,gas bill,2490,utilities,expense,0.744,0
TXN02132,BIZ_003,2026-03-16,Trello Gold,1830,subscriptions,expense,0.13,0
TXN02630,BIZ_003,2026-03-16,rent,22800,rent,expense,0.607,0
TXN10719,BIZ_011,2026-03-16,grocrey from dmart,295,food,expense,0.643,0
TXN02129,BIZ_003,2026-03-16,Zoho CRM subscription,175,subscriptions,expense,1.31,0
TXN06019,BIZ_007,2026-03-16,supplier ko diya,2000,raw_material,expense,1.694,0
TXN02244,BIZ_003,2026-03-16,Contract staff wages,45200,salary,income,0.457,0
TXN06015,BIZ_007,2026-03-16,stock bharwaya,3250,raw_material,expense,1.605,0
TXN02133,BIZ_003,2026-03-16,co-working subscription,35700,rent,expense,2.275,0
TXN10702,BIZ_011,2026-03-16,Physiotherapy,430,healthcare,expense,0.519,0
TXN02749,BIZ_003,2026-03-16,marketing,1860,marketing,expense,0.285,0
TXN07425,BIZ_008,2026-03-16,Advance tax,275,misc,expense,0.407,0
TXN10092,BIZ_011,2026-03-16,Invoice #1023 credited,33500,salary,income,0.161,0
TXN07404,BIZ_008,2026-03-16,monthly rent for the shop,26200,rent,expense,1.047,0
TXN06089,BIZ_007,2026-03-16,rapido,215,transport,expense,0.362,0
TXN06088,BIZ_007,2026-03-16,Train ticket Mumbai,235,transport,expense,0.282,0
TXN06087,BIZ_007,2026-03-16,inventory,26900,raw_material,expense,0.068,0
TXN02743,BIZ_003,2026-03-16,Staff training program,1380,education,expense,0.014,0
TXN07412,BIZ_008,2026-03-16,chai aur nashta,440,food,expense,0.332,0
TXN07413,BIZ_008,2026-03-16,Big Basket groceries,875,food,expense,0.602,0
TXN07414,BIZ_008,2026-03-16,inventory,19400,raw_material,expense,0.463,0
TXN07415,BIZ_008,2026-03-16,chai aur nashta,185,food,expense,0.88,0
TXN06072,BIZ_007,2026-03-16,Freelance project completed,15700,salary,income,1.101,0
TXN10696,BIZ_011,2026-03-16,utilties payment,745,utilities,expense,1.226,0
TXN07121,BIZ_008,2026-03-16,Design project paid,31700,salary,income,0.256,0
TXN07120,BIZ_008,2026-03-16,Supplier payment,23100,raw_material,expense,0.201,0
TXN02631,BIZ_003,2026-03-16,maitenance,245,misc,expense,0.463,0
TXN06064,BIZ_007,2026-03-16,bought raw materials from vendor,19500,raw_material,expense,0.456,0
TXN10086,BIZ_011,2026-03-16,makaan malik ko diya,4000,rent,expense,1.823,0
TXN07325,BIZ_008,2026-03-16,bought milk and bread from nearby store,225,food,expense,0.794,0
TXN07324,BIZ_008,2026-03-16,sabzi mandi se kharide,610,food,expense,0.033,0
TXN10127,BIZ_011,2026-03-16,health,180,healthcare,expense,0.805,0
TXN07143,BIZ_008,2026-03-16,Swiggy dinner order,1240,food,expense,1.386,0
TXN07219,BIZ_008,2026-03-16,fruits and vegetables from local vendor,300,food,expense,0.633,0
TXN02676,BIZ_003,2026-03-16,rent paymnt,22100,rent,expense,0.517,0
TXN10609,BIZ_011,2026-03-16,Cafe Coffee Day,325,food,expense,0.579,0
TXN02685,BIZ_003,2026-03-16,Hotel booking Mumbai,2130,travel,expense,0.537,0
TXN06266,BIZ_007,2026-03-16,vendor,44500,raw_material,expense,1.313,0
TXN00530,BIZ_001,2026-03-16,Instagram promotion,500,marketing,expense,0.889,0
TXN10161,BIZ_011,2026-03-16,bought milk and bread from nearby store,455,food,expense,0.3,0
TXN06281,BIZ_007,2026-03-16,Monthly retainer received,40100,salary,income,0.188,0
TXN00681,BIZ_001,2026-03-16,petrol refill at petorl pump,230,transport,expense,0.302,0
TXN00682,BIZ_001,2026-03-16,Supplier payment,25800,raw_material,expense,0.01,0
TXN06249,BIZ_007,2026-03-16,snacks liye,170,food,expense,0.912,0
TXN07243,BIZ_008,2026-03-16,supplier ko diya,18600,raw_material,expense,0.519,0
TXN07244,BIZ_008,2026-03-16,boosted posts on social media,3980,marketing,expense,0.657,0
TXN07245,BIZ_008,2026-03-16,Upwork withdrawal,39000,salary,income,0.13,0
TXN06341,BIZ_007,2026-03-16,supplier ko diya,36600,raw_material,expense,0.754,0
TXN06342,BIZ_007,2026-03-16,kiraya,4390,rent,expense,1.773,0
TXN06258,BIZ_007,2026-03-16,supplier ko diya,30000,raw_material,expense,0.287,0
TXN10175,BIZ_011,2026-03-16,gym fees for the month,930,healthcare,expense,0.052,0
TXN07158,BIZ_008,2026-03-16,office ka khana,1140,food,expense,1.171,0
TXN06290,BIZ_007,2026-03-16,maal kharida,32200,raw_material,expense,0.443,0
TXN00542,BIZ_001,2026-03-16,BSES electricity bill,1560,utilities,expense,0.306,0
TXN07161,BIZ_008,2026-03-16,stock bharwaya,27100,raw_material,expense,0.082,0
TXN07167,BIZ_008,2026-03-16,Client project payment received,21300,salary,income,0.805,0
TXN07168,BIZ_008,2026-03-16,Contract staff wages,57300,salary,income,1.096,0
TXN06327,BIZ_007,2026-03-16,petrol bharwaya,485,transport,expense,0.723,0
TXN00541,BIZ_001,2026-03-16,supplier ko diya,11400,raw_material,expense,1.029,0
TXN00538,BIZ_001,2026-03-16,lunch bahar kiya,155,food,expense,0.944,0
TXN07174,BIZ_008,2026-03-16,snacks liye,325,food,expense,0.579,0
TXN07176,BIZ_008,2026-03-16,Vendor payment,4950,raw_material,expense,1.485,0
TXN06302,BIZ_007,2026-03-16,Printing cost,88,misc,expense,0.755,0
TXN07177,BIZ_008,2026-03-16,new equipment from online store,460,shopping,expense,0.561,0
TXN07178,BIZ_008,2026-03-16,Blinkit instant order,365,food,expense,0.493,0
TXN06328,BIZ_007,2026-03-16,ordered new chairs for team,1050,shopping,expense,0.29,0
TXN06329,BIZ_007,2026-03-16,anay kharcha,170,misc,expense,0.602,0
TXN02227,BIZ_003,2026-03-16,Canva Pro,2460,subscriptions,expense,0.679,0
TXN07159,BIZ_008,2026-03-16,khana,270,food,expense,0.697,0
TXN10607,BIZ_011,2026-03-16,GST payment,325,misc,expense,0.315,0
TXN02204,BIZ_003,2026-03-16,Flight ticket Bangalore,1560,travel,expense,0.655,0
TXN10068,BIZ_011,2026-03-16,gas connection recharge,200,utilities,expense,1.841,0
TXN10626,BIZ_011,2026-03-16,maintanence charge,855,utilities,expense,1.102,0
TXN00683,BIZ_001,2026-03-16,office rent,25100,rent,expense,0.905,0
TXN06202,BIZ_007,2026-03-16,Raw material purchase,32800,raw_material,expense,0.485,0
TXN07289,BIZ_008,2026-03-16,Professional tax,430,misc,expense,0.12,0
TXN07290,BIZ_008,2026-03-16,Repair charges,225,misc,expense,0.5,0
TXN00524,BIZ_001,2026-03-16,snacks liye,545,food,expense,0.106,0
TXN10636,BIZ_011,2026-03-16,Freelance project completed,48100,salary,income,0.61,0
TXN07294,BIZ_008,2026-03-16,DMart monthly grocery,1170,food,expense,1.236,0
TXN02193,BIZ_003,2026-03-16,Online certification,835,education,expense,0.58,0
TXN07286,BIZ_008,2026-03-16,Supplier payment,28300,raw_material,expense,0.167,0
TXN06192,BIZ_007,2026-03-16,uber,415,transport,expense,0.441,0
TXN02186,BIZ_003,2026-03-16,Slack paid plan,2700,subscriptions,expense,0.887,0
TXN10642,BIZ_011,2026-03-16,restocked inventory for next month,38100,raw_material,expense,0.86,0
TXN10131,BIZ_011,2026-03-16,Inventory restock,49500,raw_material,expense,1.667,0
TXN06178,BIZ_007,2026-03-16,bijli ka bill,2130,utilities,expense,0.337,0
TXN07311,BIZ_008,2026-03-16,paid the team for this month,61400,salary,income,1.312,0
TXN07144,BIZ_008,2026-03-16,kaam ka paisa mila,8000,salary,income,1.507,0
TXN07315,BIZ_008,2026-03-16,office ka khana,330,food,expense,0.568,0
TXN06191,BIZ_007,2026-03-16,rentt payment,25200,rent,expense,0.918,0
TXN00525,BIZ_001,2026-03-16,Bulk order material,46400,raw_material,expense,1.447,0
TXN02195,BIZ_003,2026-03-16,received payment for last project,66400,salary,income,1.576,0
TXN10209,BIZ_011,2026-03-16,inventory,67380,raw_material,expense,3.596,1
TXN07259,BIZ_008,2026-03-16,Office chair Amazon,220,shopping,expense,0.671,0
TXN02701,BIZ_003,2026-03-16,paid for digital marketing,1250,marketing,expense,0.556,0
TXN06232,BIZ_007,2026-03-16,Staff salary payment,36800,salary,income,0.013,0
TXN06231,BIZ_007,2026-03-16,kaam ka paisa mila,47300,salary,income,0.568,0
TXN06230,BIZ_007,2026-03-16,restocked inventory for next month,32200,raw_material,expense,0.443,0
TXN06229,BIZ_007,2026-03-16,travell expense,345,transport,expense,0.16,0
TXN06344,BIZ_007,2026-03-16,Petrol refill at HP,270,transport,expense,0.141,0
TXN07263,BIZ_008,2026-03-16,chai aur nashta,205,food,expense,0.837,0
TXN00526,BIZ_001,2026-03-16,Studio rent payment,28900,rent,expense,1.396,0
TXN10629,BIZ_011,2026-03-16,office ka kiraya,19900,rent,expense,0.232,0
TXN06224,BIZ_007,2026-03-16,cab kiya office ke liye,260,transport,expense,0.181,0
TXN06222,BIZ_007,2026-03-16,BEST bus pass,100,transport,expense,0.824,0
TXN02711,BIZ_003,2026-03-16,Instagram promotion,1470,marketing,expense,0.458,0
TXN06213,BIZ_007,2026-03-16,auto,305,transport,expense,0.001,0
TXN06212,BIZ_007,2026-03-16,McDonalds breakfast,225,food,expense,0.794,0
TXN06211,BIZ_007,2026-03-16,Piped gas bill MGNGL,2720,utilities,expense,1.003,0
TXN10137,BIZ_011,2026-03-16,gym,975,healthcare,expense,0.104,0
TXN06343,BIZ_007,2026-03-16,metro card bharwaya,460,transport,expense,0.622,0
TXN10522,BIZ_011,2026-03-16,broadband,1100,utilities,expense,0.825,0
TXN06392,BIZ_007,2026-03-16,stock,48900,raw_material,expense,1.624,0
TXN02115,BIZ_003,2026-03-16,Project milestone payment,8690,salary,income,1.471,0
TXN09956,BIZ_011,2026-03-16,doctor ke paas gaya,535,healthcare,expense,0.399,0
TXN00376,BIZ_001,2026-03-16,Fiverr earnings,49100,salary,income,0.663,0
TXN10541,BIZ_011,2026-03-16,Website development payment,20200,salary,income,0.863,0
TXN05777,BIZ_007,2026-03-16,petrol,130,transport,expense,0.704,0
TXN05776,BIZ_007,2026-03-16,inventory,2000,raw_material,expense,1.694,0
TXN01965,BIZ_003,2026-03-16,saas subscription,445,subscriptions,expense,1.075,0
TXN07681,BIZ_009,2026-03-16,gas connection recharge,1910,utilities,expense,0.089,0
TXN01966,BIZ_003,2026-03-16,Zoho CRM subscription,1600,subscriptions,expense,0.07,0
TXN00750,BIZ_001,2026-03-16,Fiverr earnings,54400,salary,income,0.943,0
TXN01960,BIZ_003,2026-03-16,course,1150,education,expense,0.237,0
TXN02842,BIZ_003,2026-03-16,Microsoft 365,475,subscriptions,expense,1.049,0
TXN02843,BIZ_003,2026-03-16,went out with client for dinner,445,food,expense,0.321,0
TXN02844,BIZ_003,2026-03-16,Facebook Ads payment,3250,marketing,expense,0.332,0
TXN00751,BIZ_001,2026-03-16,Design project paid,66000,salary,income,1.555,0
TXN10831,BIZ_012,2026-03-16,subscribed to streaming service,515,entertainment,expense,0.346,0
TXN07702,BIZ_009,2026-03-16,Warehouse rent,18700,rent,expense,0.077,0
TXN05764,BIZ_007,2026-03-16,ghar ka bill,3300,utilities,expense,1.658,0
TXN02857,BIZ_003,2026-03-16,Microsoft 365,165,subscriptions,expense,1.319,0
TXN05789,BIZ_007,2026-03-16,electricity,1130,utilities,expense,0.791,0
TXN00745,BIZ_001,2026-03-16,Uber cab to airport,200,transport,expense,0.422,0
TXN02022,BIZ_003,2026-03-16,chai aur nashta,545,food,expense,0.106,0
TXN09984,BIZ_011,2026-03-16,boadband bill,1430,utilities,expense,0.453,0
