transaction_id,business_id,user_id,date,day_of_week,description,amount,type,category,balance_after_transaction
TXN03472,BIZ_004,U015,2026-03-16,Monday,got stationery in bulk,1820,expense,shopping,-4577
TXN08760,BIZ_009,U035,2026-03-16,Monday,broadband,1660,expense,utilities,-2682
TXN08761,BIZ_009,U034,2026-03-16,Monday,monthly rent for the shop,14800,expense,rent,-1440
TXN06647,BIZ_007,U025,2026-03-16,Monday,rentt payment,5690,expense,rent,-3969
TXN04527,BIZ_006,U018,2026-03-16,Monday,dinner,720,expense,food,1048967
TXN11370,BIZ_012,U043,2026-03-16,Monday,tax,51,expense,misc,1392198
TXN09483,BIZ_010,U038,2026-03-16,Monday,wifi router plan renewed,2790,expense,utilities,2022876
TXN08768,BIZ_009,U031,2026-03-16,Monday,cleared outstanding vendor dues,34800,expense,raw_material,-4931
TXN09482,BIZ_010,U037,2026-03-16,Monday,Dropbox business,2240,expense,subscriptions,2025666
TXN06648,BIZ_007,U027,2026-03-16,Monday,repair,375,expense,misc,-4135
TXN06649,BIZ_007,U023,2026-03-16,Monday,Office maintenance,620,expense,misc,-844
TXN01489,BIZ_002,U005,2026-03-16,Monday,filled up the tank before the highway trip,480,expense,transport,3343893
TXN08777,BIZ_009,U035,2026-03-16,Monday,snacks,530,expense,food,-3504
TXN00162,BIZ_001,U001,2026-03-16,Monday,stock bharwaya,12100,expense,raw_material,-1569
TXN08781,BIZ_009,U033,2026-03-16,Monday,Inventory restock,11200,expense,raw_material,-817
TXN03453,BIZ_004,U013,2026-03-16,Monday,travell expense,220,expense,transport,-4205
TXN03454,BIZ_004,U014,2026-03-16,Monday,SEO work for website,3480,expense,marketing,-262
TXN00161,BIZ_001,U002,2026-03-16,Monday,recharge metro for the week,225,expense,transport,-3014
TXN09479,BIZ_010,U037,2026-03-16,Monday,Contract staff wages,32900,income,salary,2007506
TXN00160,BIZ_001,U002,2026-03-16,Monday,stock bharwaya,27500,expense,raw_material,-3745
TXN08788,BIZ_009,U032,2026-03-16,Monday,saman kharida,2010,expense,shopping,-3520
TXN08789,BIZ_009,U033,2026-03-16,Monday,utilties payment,1640,expense,utilities,-1562
TXN06661,BIZ_007,U026,2026-03-16,Monday,boadband bill,200,expense,utilities,-3682
TXN02374,BIZ_003,U011,2026-03-16,Monday,utilties payment,2490,expense,utilities,1666437
TXN11411,BIZ_012,U043,2026-03-16,Monday,bijli ka bill,3120,expense,utilities,1624888
TXN01452,BIZ_002,U006,2026-03-16,Monday,Notion team,750,expense,subscriptions,3091854
TXN01383,BIZ_002,U005,2026-03-16,Monday,Payment from ABC Corp,39500,income,salary,2535135
TXN04349,BIZ_005,U017,2026-03-16,Monday,hospital gaye,675,expense,healthcare,-1376
TXN01379,BIZ_002,U004,2026-03-16,Monday,rapido,155,expense,transport,2499035
TXN01375,BIZ_002,U006,2026-03-16,Monday,Office maintenance,225,expense,misc,2502775
TXN04341,BIZ_005,U017,2026-03-16,Monday,Petty cash withdrawal,77,expense,misc,-3045
TXN04340,BIZ_005,U017,2026-03-16,Monday,utilties payment,2110,expense,utilities,-1848
TXN04339,BIZ_005,U016,2026-03-16,Monday,Repair charges,1260,expense,misc,-2637
TXN11432,BIZ_012,U044,2026-03-16,Monday,Canva Pro,1750,expense,subscriptions,1617422
TXN01348,BIZ_002,U004,2026-03-16,Monday,salary diya staff ko,55300,income,salary,2265981
TXN01347,BIZ_002,U006,2026-03-16,Monday,ola,130,expense,transport,2210681
TXN00145,BIZ_001,U001,2026-03-16,Monday,chai aur nashta,435,expense,food,-3399
TXN01346,BIZ_002,U004,2026-03-16,Monday,sabzi mandi se kharide,1010,expense,food,2210811
TXN02413,BIZ_003,U011,2026-03-16,Monday,annual renewal,99,expense,subscriptions,1788139
TXN01340,BIZ_002,U004,2026-03-16,Monday,InDrive cab,195,expense,transport,2217346
TXN01339,BIZ_002,U004,2026-03-16,Monday,travell expense,185,expense,transport,2217541
TXN01338,BIZ_002,U007,2026-03-16,Monday,auto se gaya,450,expense,transport,2217726
TXN09434,BIZ_010,U036,2026-03-16,Monday,Figma team plan,2430,expense,subscriptions,1784150
TXN01332,BIZ_002,U005,2026-03-16,Monday,SEO service payment,1260,expense,marketing,2223465
TXN09433,BIZ_010,U037,2026-03-16,Monday,Banner printing,13200,expense,marketing,1786580
TXN04310,BIZ_005,U017,2026-03-16,Monday,bought raw materials from vendor,2000,expense,raw_material,-1289
TXN04309,BIZ_005,U016,2026-03-16,Monday,Pamphlet distribution,890,expense,marketing,-3712
TXN11430,BIZ_012,U043,2026-03-16,Monday,Conference travel Delhi,1710,expense,travel,1620812
TXN01115,BIZ_002,U005,2026-03-16,Monday,repair,50,expense,misc,1366526
TXN04352,BIZ_005,U016,2026-03-16,Monday,payment aayi client se,57100,income,salary,-4114
TXN03597,BIZ_004,U015,2026-03-16,Monday,Professional tax,245,expense,misc,-831
TXN03581,BIZ_004,U013,2026-03-16,Monday,Staples stationery,1040,expense,shopping,-262
TXN03582,BIZ_004,U015,2026-03-16,Monday,App project payment,28600,income,salary,-828
TXN09463,BIZ_010,U036,2026-03-16,Monday,bought milk and bread from nearby store,180,expense,food,1913505
TXN01445,BIZ_002,U004,2026-03-16,Monday,Freelance project completed,72600,income,salary,2985629
TXN01444,BIZ_002,U004,2026-03-16,Monday,Rapido bike ride,390,expense,transport,2913029
TXN09462,BIZ_010,U038,2026-03-16,Monday,Swiggy dinner order,710,expense,food,1913685
TXN04401,BIZ_005,U017,2026-03-16,Monday,Freelance project completed,8000,income,salary,-1918
TXN04400,BIZ_005,U017,2026-03-16,Monday,Jio prepaid 299,3130,expense,utilities,-2109
TXN03589,BIZ_004,U013,2026-03-16,Monday,cheezein kharidi,2390,expense,shopping,-2494
TXN01435,BIZ_002,U006,2026-03-16,Monday,recharge metro for the week,205,expense,transport,2811189
TXN01434,BIZ_002,U004,2026-03-16,Monday,Ola ride to client,535,expense,transport,2811394
TXN10356,BIZ_011,U042,2026-03-16,Monday,Hospital bill,130,expense,healthcare,-375
TXN02392,BIZ_003,U010,2026-03-16,Monday,lunch,335,expense,food,1765407
TXN00149,BIZ_001,U002,2026-03-16,Monday,dukaan ka kiraya,17800,expense,rent,-2099
TXN03594,BIZ_004,U013,2026-03-16,Monday,restocked inventory for next month,34900,expense,raw_material,-2469
TXN01408,BIZ_002,U004,2026-03-16,Monday,kiraya,23000,expense,rent,2746852
TXN10423,BIZ_011,U039,2026-03-16,Monday,electricty bill,1190,expense,utilities,-4417
TXN04368,BIZ_005,U017,2026-03-16,Monday,filled up the tank before the highway trip,655,expense,transport,-1216
TXN01399,BIZ_002,U005,2026-03-16,Monday,grocrey from dmart,605,expense,food,2763000
TXN01395,BIZ_002,U007,2026-03-16,Monday,Ola ride to client,375,expense,transport,2727330
TXN01394,BIZ_002,U004,2026-03-16,Monday,Rapido bike ride,120,expense,transport,2727705
TXN01393,BIZ_002,U005,2026-03-16,Monday,water bill,1920,expense,utilities,2727825
TXN03616,BIZ_004,U013,2026-03-16,Monday,auto,145,expense,transport,-3303
TXN01114,BIZ_002,U006,2026-03-16,Monday,booked a cab for late night return,420,expense,transport,1366576
TXN01111,BIZ_002,U007,2026-03-16,Monday,bus,155,expense,transport,1329251
TXN04706,BIZ_006,U021,2026-03-16,Monday,Staff salary payment,40800,income,salary,1922118
TXN01549,BIZ_002,U004,2026-03-16,Monday,Fiverr earnings,27000,income,salary,3625144
TXN11310,BIZ_012,U045,2026-03-16,Monday,petrol refill at petorl pump,675,expense,transport,1411033
TXN04698,BIZ_006,U019,2026-03-16,Monday,books,905,expense,education,1864178
TXN04697,BIZ_006,U021,2026-03-16,Monday,Staff training program,2200,expense,education,1865083
TXN11311,BIZ_012,U044,2026-03-16,Monday,Professional tax,605,expense,misc,1410428
TXN11313,BIZ_012,U043,2026-03-16,Monday,cab kiya office ke liye,125,expense,transport,1410148
TXN08633,BIZ_009,U031,2026-03-16,Monday,got stationery in bulk,950,expense,shopping,-3144
TXN08634,BIZ_009,U033,2026-03-16,Monday,shopping,865,expense,shopping,-1690
TXN02342,BIZ_003,U008,2026-03-16,Monday,Office chair Amazon,700,expense,shopping,1518972
TXN11316,BIZ_012,U043,2026-03-16,Monday,bought milk and bread from nearby store,520,expense,food,1398788
TXN03387,BIZ_004,U015,2026-03-16,Monday,Supplier payment,3420,expense,raw_material,-4032
TXN11319,BIZ_012,U043,2026-03-16,Monday,software plan,99,expense,subscriptions,1398074
TXN08638,BIZ_009,U031,2026-03-16,Monday,Bulk order material,18500,expense,raw_material,-1853
TXN08639,BIZ_009,U032,2026-03-16,Monday,Monthly payroll,8000,income,salary,-1069
TXN08640,BIZ_009,U031,2026-03-16,Monday,team outing cab booking,185,expense,transport,-597
TXN11323,BIZ_012,U044,2026-03-16,Monday,Notion team,3570,expense,subscriptions,1399514
TXN11324,BIZ_012,U044,2026-03-16,Monday,Team outing Goa,365,expense,entertainment,1399149
TXN11325,BIZ_012,U043,2026-03-16,Monday,outing,675,expense,entertainment,1398474
TXN04664,BIZ_006,U018,2026-03-16,Monday,Udemy course purchase,1570,expense,education,1683343
TXN00180,BIZ_001,U001,2026-03-16,Monday,Monthly retainer received,11100,income,salary,-4284
TXN00181,BIZ_001,U003,2026-03-16,Monday,Water bill MCGM,3670,expense,utilities,-1387
TXN01552,BIZ_002,U004,2026-03-16,Monday,rapido,1030,expense,transport,3638964
TXN09554,BIZ_010,U037,2026-03-16,Monday,Mobile accessories,610,expense,shopping,2274809
TXN08594,BIZ_009,U033,2026-03-16,Monday,SEO service payment,500,expense,marketing,-60
TXN04741,BIZ_006,U020,2026-03-16,Monday,received payment for last project,39500,income,salary,1956248
TXN04740,BIZ_006,U020,2026-03-16,Monday,payment received,9190,income,salary,1916748
TXN03373,BIZ_004,U013,2026-03-16,Monday,vendor,3770,expense,raw_material,-1612
TXN08597,BIZ_009,U032,2026-03-16,Monday,paani ka bill,1490,expense,utilities,-4080
TXN01078,BIZ_002,U005,2026-03-16,Monday,cab,160,expense,transport,1174080
TXN01079,BIZ_002,U005,2026-03-16,Monday,Client project payment received,28500,income,salary,1202580
TXN04732,BIZ_006,U018,2026-03-16,Monday,office ka kiraya,17800,expense,rent,1889923
TXN03374,BIZ_004,U014,2026-03-16,Monday,maintanence charge,2720,expense,utilities,-4731
TXN01080,BIZ_002,U007,2026-03-16,Monday,metro card bharwaya,170,expense,transport,1202410
TXN01081,BIZ_002,U007,2026-03-16,Monday,annual renewal,99,expense,subscriptions,1202311
TXN02335,BIZ_003,U010,2026-03-16,Monday,renewed project management tool,1480,expense,subscriptions,1563192
TXN04726,BIZ_006,U021,2026-03-16,Monday,cleared utility dues,3260,expense,utilities,1880093
TXN04724,BIZ_006,U020,2026-03-16,Monday,misc,230,expense,misc,1886503
TXN01082,BIZ_002,U005,2026-03-16,Monday,ola,130,expense,transport,1202181
TXN04721,BIZ_006,U021,2026-03-16,Monday,Airtel postpaid,2100,expense,utilities,1891363
TXN04720,BIZ_006,U018,2026-03-16,Monday,IKEA office furniture,455,expense,shopping,1893463
TXN01091,BIZ_002,U007,2026-03-16,Monday,cab,565,expense,transport,1297456
TXN04717,BIZ_006,U018,2026-03-16,Monday,online course for new tool,1200,expense,education,1909678
TXN07909,BIZ_009,U033,2026-03-16,Monday,App project payment,70000,income,salary,-3219
TXN03378,BIZ_004,U013,2026-03-16,Monday,wages,8000,income,salary,-702
TXN04663,BIZ_006,U018,2026-03-16,Monday,padhai ke liye kharcha,6560,expense,education,1684913
TXN04662,BIZ_006,U020,2026-03-16,Monday,annual renewal,165,expense,subscriptions,1691473
TXN03395,BIZ_004,U013,2026-03-16,Monday,paid for the warehouse space this month,4000,expense,rent,-3369
TXN08651,BIZ_009,U032,2026-03-16,Monday,supplier ko diya,9930,expense,raw_material,-2875
TXN08709,BIZ_009,U032,2026-03-16,Monday,khana order kiya,250,expense,food,-2198
TXN11349,BIZ_012,U044,2026-03-16,Monday,McDonalds breakfast,400,expense,food,1343694
TXN04592,BIZ_006,U020,2026-03-16,Monday,DMart monthly grocery,270,expense,food,1384017
TXN09514,BIZ_010,U037,2026-03-16,Monday,Fiverr earnings,36800,income,salary,2045807
TXN04586,BIZ_006,U018,2026-03-16,Monday,course,3980,expense,education,1377667
TXN04585,BIZ_006,U020,2026-03-16,Monday,payroll,8000,income,salary,1381647
TXN04584,BIZ_006,U021,2026-03-16,Monday,swiggy ordr,320,expense,food,1373647
TXN04583,BIZ_006,U018,2026-03-16,Monday,paid the light bill online,2090,expense,utilities,1373967
TXN04580,BIZ_006,U021,2026-03-16,Monday,random office expenses this week,380,expense,misc,1378152
TXN04579,BIZ_006,U021,2026-03-16,Monday,amazone order,2700,expense,shopping,1378532
TXN08729,BIZ_009,U033,2026-03-16,Monday,Freelancer payment,42300,income,salary,-4381
TXN09503,BIZ_010,U036,2026-03-16,Monday,zomatto food,600,expense,food,1968687
TXN01509,BIZ_002,U004,2026-03-16,Monday,cab kiya office ke liye,96,expense,transport,3454267
TXN04567,BIZ_006,U018,2026-03-16,Monday,Online certification,1640,expense,education,1370607
TXN04566,BIZ_006,U020,2026-03-16,Monday,snacks liye,150,expense,food,1372247
TXN04565,BIZ_006,U018,2026-03-16,Monday,kiraya,23400,expense,rent,1372397
TXN04561,BIZ_006,U020,2026-03-16,Monday,chai,545,expense,food,1400627
TXN08741,BIZ_009,U035,2026-03-16,Monday,bought raw materials from vendor,19300,expense,raw_material,-1703
TXN04557,BIZ_006,U020,2026-03-16,Monday,renewed project management tool,550,expense,subscriptions,1338822
TXN04553,BIZ_006,U020,2026-03-16,Monday,Fiverr earnings,51500,income,salary,1332592
TXN04548,BIZ_006,U021,2026-03-16,Monday,IKEA office furniture,540,expense,shopping,1291142
TXN03416,BIZ_004,U013,2026-03-16,Monday,bought raw materials from vendor,42900,expense,raw_material,-2111
TXN10354,BIZ_011,U042,2026-03-16,Monday,Repair charges,380,expense,misc,-2090
TXN04602,BIZ_006,U020,2026-03-16,Monday,Office rent March,15700,expense,rent,1427972
TXN10345,BIZ_011,U040,2026-03-16,Monday,gym fees for the month,435,expense,healthcare,-2041
TXN09542,BIZ_010,U038,2026-03-16,Monday,Part time worker salary,70100,income,salary,2301588
TXN09541,BIZ_010,U037,2026-03-16,Monday,dinner,345,expense,food,2231488
TXN08657,BIZ_009,U032,2026-03-16,Monday,received payment for last project,28900,income,salary,-2660
TXN08658,BIZ_009,U031,2026-03-16,Monday,sabzi mandi se kharide,710,expense,food,-2911
TXN09537,BIZ_010,U036,2026-03-16,Monday,paani ka bill,955,expense,utilities,2169513
TXN08671,BIZ_009,U035,2026-03-16,Monday,Consultant fee paid,36400,income,salary,-1838
TXN02351,BIZ_003,U012,2026-03-16,Monday,supplies,795,expense,shopping,1498192
TXN04641,BIZ_006,U019,2026-03-16,Monday,Staff training program,940,expense,education,1536708
TXN04638,BIZ_006,U019,2026-03-16,Monday,books,780,expense,education,1540548
TXN06634,BIZ_007,U023,2026-03-16,Monday,gas connection recharge,2650,expense,utilities,-4993
TXN06635,BIZ_007,U022,2026-03-16,Monday,stock bharwaya,28000,expense,raw_material,-1779
TXN04635,BIZ_006,U019,2026-03-16,Monday,Training workshop fee,1300,expense,education,1543748
TXN01529,BIZ_002,U007,2026-03-16,Monday,promotion,1610,expense,marketing,3581192
TXN08681,BIZ_009,U032,2026-03-16,Monday,BSNL landline,3130,expense,utilities,-704
TXN08682,BIZ_009,U032,2026-03-16,Monday,Metro card recharge,135,expense,transport,-1044
TXN06636,BIZ_007,U023,2026-03-16,Monday,gas bill,1550,expense,utilities,-4336
TXN04626,BIZ_006,U021,2026-03-16,Monday,Staff training program,465,expense,education,1486772
TXN08689,BIZ_009,U032,2026-03-16,Monday,Monthly payroll,31200,income,salary,-713
TXN04621,BIZ_006,U019,2026-03-16,Monday,padhai ke liye kharcha,625,expense,education,1493737
TXN06637,BIZ_007,U023,2026-03-16,Monday,vendor,32800,expense,raw_material,-4083
TXN11340,BIZ_012,U043,2026-03-16,Monday,business trip reimbursement,10600,expense,travel,1391594
TXN02359,BIZ_003,U011,2026-03-16,Monday,Instagram promotion,1220,expense,marketing,1488922
TXN11294,BIZ_012,U043,2026-03-16,Monday,khana,1120,expense,food,1381563
TXN08934,BIZ_010,U037,2026-03-16,Monday,internet ka bill,1870,expense,utilities,233320
TXN08935,BIZ_010,U037,2026-03-16,Monday,Zoho CRM subscription,2920,expense,subscriptions,230400
TXN09171,BIZ_010,U037,2026-03-16,Monday,Pamphlet distribution,3660,expense,marketing,642783
TXN09337,BIZ_010,U036,2026-03-16,Monday,team collaboration tool subscription,99,expense,subscriptions,1425521
TXN09336,BIZ_010,U037,2026-03-16,Monday,Training workshop fee,1010,expense,education,1425620
TXN04014,BIZ_005,U017,2026-03-16,Monday,Physiotherapy,1440,expense,healthcare,-1077
TXN04013,BIZ_005,U017,2026-03-16,Monday,rent,31700,expense,rent,-4162
TXN03829,BIZ_005,U016,2026-03-16,Monday,booked a cab for late night return,125,expense,transport,-2947
TXN06797,BIZ_007,U027,2026-03-16,Monday,electricty bill,1640,expense,utilities,-2941
TXN04008,BIZ_005,U017,2026-03-16,Monday,Printing cost,1730,expense,misc,-3131
TXN09178,BIZ_010,U036,2026-03-16,Monday,Canva Pro,1570,expense,subscriptions,692003
TXN04020,BIZ_005,U017,2026-03-16,Monday,Staff salary payment,62300,income,salary,-1928
TXN09180,BIZ_010,U038,2026-03-16,Monday,shopping ki,1880,expense,shopping,689403
TXN10378,BIZ_011,U040,2026-03-16,Monday,stock bharwaya,24400,expense,raw_material,-1850
TXN04000,BIZ_005,U016,2026-03-16,Monday,stock bharwaya,25700,expense,raw_material,-997
TXN03830,BIZ_005,U016,2026-03-16,Monday,utilties payment,1140,expense,utilities,-3969
TXN03996,BIZ_005,U017,2026-03-16,Monday,Fiverr earnings,16100,income,salary,-3371
TXN00103,BIZ_001,U002,2026-03-16,Monday,Invoice #1023 credited,33600,income,salary,-3081
TXN09322,BIZ_010,U038,2026-03-16,Monday,cheezein kharidi,1830,expense,shopping,1380005
TXN00102,BIZ_001,U002,2026-03-16,Monday,stock bharwaya,24700,expense,raw_material,-2818
TXN00101,BIZ_001,U002,2026-03-16,Monday,wages,41400,income,salary,-3955
TXN01178,BIZ_002,U005,2026-03-16,Monday,Toll plaza charge,380,expense,transport,1633441
TXN04003,BIZ_005,U016,2026-03-16,Monday,kaam ka paisa mila,29700,income,salary,-96
TXN09170,BIZ_010,U038,2026-03-16,Monday,Client project payment received,24100,income,salary,646443
TXN04022,BIZ_005,U016,2026-03-16,Monday,kaam ka paisa mila,24300,income,salary,-1430
TXN06798,BIZ_007,U022,2026-03-16,Monday,Toll plaza charge,120,expense,transport,-187
TXN00120,BIZ_001,U001,2026-03-16,Monday,snacks,500,expense,food,-3909
TXN09114,BIZ_010,U036,2026-03-16,Monday,Advance tax,140,expense,misc,407173
TXN04071,BIZ_005,U016,2026-03-16,Monday,Advance tax,200,expense,misc,-1829
TXN04070,BIZ_005,U017,2026-03-16,Monday,Inventory restock,5030,expense,raw_material,-3662
TXN09115,BIZ_010,U037,2026-03-16,Monday,salary,31700,income,salary,438873
TXN01257,BIZ_002,U006,2026-03-16,Monday,Google Workspace,99,expense,subscriptions,2063005
TXN04062,BIZ_005,U016,2026-03-16,Monday,Commercial space rent,15800,expense,rent,-2068
TXN09122,BIZ_010,U036,2026-03-16,Monday,Laptop stand,895,expense,shopping,454923
TXN04057,BIZ_005,U016,2026-03-16,Monday,SEO work for website,1950,expense,marketing,-602
TXN11549,BIZ_012,U043,2026-03-16,Monday,BookMyShow concert,725,expense,entertainment,1782538
TXN09349,BIZ_010,U037,2026-03-16,Monday,OYO hotel booking,2180,expense,travel,1449927
TXN10392,BIZ_011,U041,2026-03-16,Monday,Website development payment,30800,income,salary,-3055
TXN09145,BIZ_010,U038,2026-03-16,Monday,Travel insurance,3930,expense,travel,487238
TXN09146,BIZ_010,U036,2026-03-16,Monday,travel,12400,expense,travel,474838
TXN09147,BIZ_010,U036,2026-03-16,Monday,ofice supplies,855,expense,shopping,473983
TXN09148,BIZ_010,U038,2026-03-16,Monday,Payment from ABC Corp,16100,income,salary,490083
TXN01237,BIZ_002,U007,2026-03-16,Monday,random office expenses this week,590,expense,misc,1998119
TXN11560,BIZ_012,U044,2026-03-16,Monday,Adobe Creative Cloud,2610,expense,subscriptions,1809785
TXN01236,BIZ_002,U004,2026-03-16,Monday,Invoice #1023 credited,16200,income,salary,1998709
TXN03828,BIZ_005,U016,2026-03-16,Monday,swiggy ordr,455,expense,food,-4113
TXN01234,BIZ_002,U005,2026-03-16,Monday,paid the team for this month,62400,income,salary,1982794
TXN01183,BIZ_002,U005,2026-03-16,Monday,tax,240,expense,misc,1613831
TXN01184,BIZ_002,U005,2026-03-16,Monday,Office maintenance,140,expense,misc,1613691
TXN03983,BIZ_005,U016,2026-03-16,Monday,Jio prepaid 299,2860,expense,utilities,-2116
TXN06793,BIZ_007,U024,2026-03-16,Monday,Petrol refill at HP,210,expense,transport,-1279
TXN02486,BIZ_003,U010,2026-03-16,Monday,Freelance project completed,51900,income,salary,1888383
TXN09294,BIZ_010,U036,2026-03-16,Monday,kiraya diya,17400,expense,rent,1224038
TXN09292,BIZ_010,U038,2026-03-16,Monday,SEO service payment,910,expense,marketing,1241526
TXN09263,BIZ_010,U038,2026-03-16,Monday,salary diya staff ko,22500,income,salary,1164870
TXN11605,BIZ_012,U045,2026-03-16,Monday,weekend trip with family,710,expense,entertainment,1870553
TXN06780,BIZ_007,U025,2026-03-16,Monday,uber,87,expense,transport,-1596
TXN01199,BIZ_002,U005,2026-03-16,Monday,received payment for last project,64900,income,salary,1735729
TXN03903,BIZ_005,U017,2026-03-16,Monday,Stock purchase,45400,expense,raw_material,-571
TXN03862,BIZ_005,U017,2026-03-16,Monday,Hospital bill,920,expense,healthcare,-818
TXN09288,BIZ_010,U037,2026-03-16,Monday,Slack paid plan,3320,expense,subscriptions,1220541
TXN09287,BIZ_010,U038,2026-03-16,Monday,Business trip Chennai,2410,expense,travel,1223861
TXN00087,BIZ_001,U003,2026-03-16,Monday,Facebook Ads payment,975,expense,marketing,-37
TXN09273,BIZ_010,U037,2026-03-16,Monday,Freelancer payment,76800,income,salary,1245801
TXN09286,BIZ_010,U036,2026-03-16,Monday,Microsoft 365,1230,expense,subscriptions,1226271
TXN03885,BIZ_005,U017,2026-03-16,Monday,light bill diya,1620,expense,utilities,-2144
TXN03883,BIZ_005,U016,2026-03-16,Monday,health,125,expense,healthcare,-3680
TXN01195,BIZ_002,U004,2026-03-16,Monday,printing karwaya,350,expense,misc,1626749
TXN11614,BIZ_012,U044,2026-03-16,Monday,Zoho CRM subscription,215,expense,subscriptions,1862113
TXN09285,BIZ_010,U036,2026-03-16,Monday,food,150,expense,food,1227501
TXN09281,BIZ_010,U036,2026-03-16,Monday,Google Workspace,595,expense,subscriptions,1231601
TXN03876,BIZ_005,U017,2026-03-16,Monday,zomatto food,1240,expense,food,-1280
TXN06763,BIZ_007,U023,2026-03-16,Monday,maintanence charge,910,expense,utilities,-382
TXN09113,BIZ_010,U037,2026-03-16,Monday,Staff training program,1210,expense,education,407313
TXN11592,BIZ_012,U043,2026-03-16,Monday,Toll plaza charge,145,expense,transport,1817628
TXN01210,BIZ_002,U005,2026-03-16,Monday,internet,2430,expense,utilities,1788722
TXN01185,BIZ_002,U005,2026-03-16,Monday,BEST bus pass,270,expense,transport,1613421
TXN03980,BIZ_005,U017,2026-03-16,Monday,Stock purchase,27800,expense,raw_material,-494
TXN09314,BIZ_010,U036,2026-03-16,Monday,amazon,515,expense,shopping,1390388
TXN06789,BIZ_007,U022,2026-03-16,Monday,chai,465,expense,food,-4674
TXN11579,BIZ_012,U043,2026-03-16,Monday,trip,3040,expense,travel,1766383
TXN11580,BIZ_012,U044,2026-03-16,Monday,Subway lunch,340,expense,food,1766043
TXN03842,BIZ_005,U016,2026-03-16,Monday,Stock purchase,65800,expense,raw_material,-3509
TXN03966,BIZ_005,U017,2026-03-16,Monday,BSNL landline,955,expense,utilities,-2710
TXN09220,BIZ_010,U037,2026-03-16,Monday,flipkart,1300,expense,shopping,925533
TXN09223,BIZ_010,U036,2026-03-16,Monday,swiggy ordr,400,expense,food,924384
TXN03843,BIZ_005,U017,2026-03-16,Monday,maintanence charge,200,expense,utilities,-3082
TXN09224,BIZ_010,U036,2026-03-16,Monday,Monthly payroll,42900,income,salary,967284
TXN09225,BIZ_010,U037,2026-03-16,Monday,enrolled team in AWS certification,1160,expense,education,966124
TXN01215,BIZ_002,U004,2026-03-16,Monday,Parking fee,145,expense,transport,1767402
TXN01214,BIZ_002,U004,2026-03-16,Monday,BEST bus pass,325,expense,transport,1767547
TXN03952,BIZ_005,U017,2026-03-16,Monday,cleared outstanding vendor dues,34100,expense,raw_material,-964
TXN03951,BIZ_005,U017,2026-03-16,Monday,Piped gas bill MGNGL,2510,expense,utilities,-1540
TXN03846,BIZ_005,U017,2026-03-16,Monday,Packaging material,52200,expense,raw_material,-1691
TXN09240,BIZ_010,U036,2026-03-16,Monday,Zoho CRM subscription,1520,expense,subscriptions,1038420
TXN03941,BIZ_005,U017,2026-03-16,Monday,grocrey from dmart,335,expense,food,-4857
TXN03940,BIZ_005,U016,2026-03-16,Monday,restocked inventory for next month,38200,expense,raw_material,-4949
TXN00096,BIZ_001,U002,2026-03-16,Monday,snacks,510,expense,food,-2444
TXN11447,BIZ_012,U044,2026-03-16,Monday,Travel insurance,2890,expense,travel,1627382
TXN09112,BIZ_010,U037,2026-03-16,Monday,anay kharcha,450,expense,misc,408523
TXN09366,BIZ_010,U038,2026-03-16,Monday,Skill development course,1540,expense,education,1473583
TXN04236,BIZ_005,U016,2026-03-16,Monday,electricty bill,2460,expense,utilities,-1089
TXN08988,BIZ_010,U036,2026-03-16,Monday,ads,510,expense,marketing,146471
TXN08989,BIZ_010,U038,2026-03-16,Monday,App project payment,33400,income,salary,179871
TXN04229,BIZ_005,U017,2026-03-16,Monday,evening snacks for the office,465,expense,food,-3103
TXN08996,BIZ_010,U037,2026-03-16,Monday,Slack paid plan,225,expense,subscriptions,179936
TXN08998,BIZ_010,U036,2026-03-16,Monday,online course for new tool,1450,expense,education,175856
TXN08999,BIZ_010,U038,2026-03-16,Monday,ran ads campaign this month,5440,expense,marketing,170416
TXN09000,BIZ_010,U037,2026-03-16,Monday,marketing,2850,expense,marketing,167566
TXN09403,BIZ_010,U038,2026-03-16,Monday,Udemy course purchase,620,expense,education,1840365
TXN04242,BIZ_005,U017,2026-03-16,Monday,cleared outstanding vendor dues,30600,expense,raw_material,-4646
TXN11478,BIZ_012,U043,2026-03-16,Monday,Client visit Hyderabad,2770,expense,travel,1652593
TXN01306,BIZ_002,U006,2026-03-16,Monday,Adobe Creative Cloud,3290,expense,subscriptions,2142285
TXN09015,BIZ_010,U036,2026-03-16,Monday,Canva Pro,2500,expense,subscriptions,188164
TXN09016,BIZ_010,U037,2026-03-16,Monday,training,2810,expense,education,185354
TXN09017,BIZ_010,U037,2026-03-16,Monday,flipkart,2320,expense,shopping,183034
TXN04196,BIZ_005,U017,2026-03-16,Monday,marketing,2670,expense,marketing,-4621
TXN04195,BIZ_005,U017,2026-03-16,Monday,Stock purchase,5520,expense,raw_material,-2443
TXN04194,BIZ_005,U016,2026-03-16,Monday,wages,78200,income,salary,-753
TXN03650,BIZ_004,U013,2026-03-16,Monday,went out with client for dinner,1430,expense,food,-1903
TXN11486,BIZ_012,U044,2026-03-16,Monday,Zomato lunch delivery,810,expense,food,1661028
TXN09011,BIZ_010,U037,2026-03-16,Monday,Microsoft 365,935,expense,subscriptions,174333
TXN02436,BIZ_003,U009,2026-03-16,Monday,Visa fee,6870,expense,travel,1775549
